Title,Price($),Address,Date Posted,Building Type,Bedrooms,Bathrooms,Utilities,Wi-Fi and More,Parking Included,Agreement Type,Move-In Date,Pet Friendly,Size (sqft),Furnished,Air Conditioning,Personal Outdoor Space,Smoking Permitted,Appliances,Amenities,Description,Visit Counter,url
FLEX ROOM IN RENT immediate availability,950,"565 Sherbourne St, Toronto, ON M4X 1W7",3/11/2024 13:14,,,,,,,,,,,Yes,,,,,,"room is located in downtown Toronto.
565 sherbourne st east
Includes services and utilities.
The building has a free gym and you have the supermarket on one side of the building.
The metro station is a maximum of 4 minutes walk and you also have a bus stop in front of the station.
The price of the room is 950.",47 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/flex-room-in-rent-immediate-availability/1687896924
19 Foxchase Ave,,"North York, ON M2M 4K2",3/11/2024 13:14,Apartment,2,2,"Hydro_Yes,Heat_Yes,Water_Yes",Not Included,0,Month-to-month,1-Apr-24,No,"1,400",No,Yes,Not Included,No,,,"Elegant Townhouse for Lease in Vaughan's Desirable East Woodbridge
Location Perfection:",14 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/19-foxchase-ave/1687896911
"1 bdrm apt available at Lakeshore , Etobicoke",1850,"Etobicoke, ON M8W 3G7",3/11/2024 13:14,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,20-Mar-24,Limited,600,No,Yes,Not Included,Outdoors only,"Laundry (In Building), Fridge / Freezer",Bicycle Parking,"Recently renovated 1 bdrm apartment available at Lakeshore West area, Etobicoke. Air conditioned unit located at main level floor. $1850, hydro and $80 outdoor parking extra. If interested pls call Betty at 416 259 4512. Mon to fri 9am to 5pm only.",40 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bdrm-apt-available-at-lakeshore-etobicoke/1687896862
83 Firwood Dr,3500,"North York, ON M2M 4K2",3/11/2024 13:13,House,3,4,"Hydro_Yes,Heat_Yes,Water_Yes",Not Included,0,Month-to-month,1-Apr-24,No,"2,400",No,Yes,Not Included,No,,,"Elegant 3-Bedroom Townhome in Westbrook, Richmond Hill
Reach Out Directly: 416-918-3008
This beautifully designed townhome at 83 Firwood Dr, Richmond Hill, Ontario, for $3,500, matching its listing price and demonstrating its exceptional value. Located in the highly sought-after Westbrook community, this property combines modern amenities with a welcoming atmosphere, making it an ideal home for those seeking quality living in a prime location.",10 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/83-firwood-dr/1687896816
Keele Apartments - 1 Bedroom Apartment for Rent,2100,"3250 Keele Street, Toronto, ON, M3M 3C5",3/11/2024 13:11,Apartment,1,1,"Hydro_No,Heat_No,Water_Yes",Not Included,0,1 Year,,Yes,Not Available,No,No,Balcony,No,"Laundry (In Building), Fridge / Freezer",Elevator in Building,SPECIAL LIMITED TIME OFFER,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/keele-apartments-1-bedroom-apartment-for-rent/1670524267
Keele Apartments - 2 Bedroom Apartment for Rent,2399,"3250 Keele Street, Toronto, ON, M3M 3C5",3/11/2024 13:10,Apartment,2,1,"Hydro_No,Heat_No,Water_Yes",Not Included,0,1 Year,,Yes,Not Available,No,No,Balcony,No,"Laundry (In Building), Fridge / Freezer",Elevator in Building,SPECIAL LIMITED TIME OFFER,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/keele-apartments-2-bedroom-apartment-for-rent/1683833985
1 Bedroom Downtown Toronto,1100,"Toronto, ON M4K",3/11/2024 13:10,Apartment,1,1,"Hydro_Yes,Heat_Yes,Water_Yes",Internet,0,1 Year,1-Apr-24,No,200,Yes,Yes,YardBalcony,No,"Laundry (In Building), Fridge / Freezer",,"Downtown Toronto Gerrard and Carlaw Furnished, newly renovated 1 bedroom, air condition, high speed internet, laundry, close to school, shopping and TTC, $1,100/month utilities included. Call (647) 812 4389.",50 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-downtown-toronto/1687896492
Grange Apartments - 2 Bedroom Apartment for Rent,2699,"168 Grange Avenue, Toronto, ON, M5T 1E3",3/11/2024 13:09,Apartment,2,1,"Hydro_Yes,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,Not Available,No,No,Not Included,No,Fridge / Freezer,,SPECIAL LIMITED TIME OFFER,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/grange-apartments-2-bedroom-apartment-for-rent/1683889225
All-inclusive access to professional office space for 15 persons,4852,"151 Yonge Street, 11th Floor, Toronto, ON, M5C 1W4",3/11/2024 13:02,,,,,,,,,,"1,292",Yes,,,,,,,,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/all-inclusive-access-to-professional-office-space-for-15-persons/1519085343
Book open plan office space for businesses of all sizes,3511,"2 Bloor Street West, Suite 700, Toronto, ON, M4W 3E2",3/11/2024 13:02,,,,,,,,,,"1,292",Yes,,,,,,,,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/book-open-plan-office-space-for-businesses-of-all-sizes/1519085151
Book open plan office space for businesses of all sizes in Toron,2209,"36 Toronto Street, Suite 850, Toronto, ON, M5C 2C5",3/11/2024 13:02,,,,,,,,,,"1,292",Yes,,,,,,,,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/book-open-plan-office-space-for-businesses-of-all-sizes-in-toron/1519264943
24/7 access to open plan office space for 15 persons,10756,"99 Yorkville Avenue, Suite 200, Toronto, ON, M5R 3K5",3/11/2024 13:01,,,,,,,,,,"1,292",Yes,,,,,,,,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/24-7-access-to-open-plan-office-space-for-15-persons/1519085688
24/7 access to open plan office space for 15 persons,7328,"80 Atlantic Ave, 4th Floor, Toronto, ON, M6K 3E4",3/11/2024 13:01,,,,,,,,,,"1,292",Yes,,,,,,,,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/24-7-access-to-open-plan-office-space-for-15-persons/1519085741
Private office space for 3 persons in Toronto Yorkville,736,"1235 Bay Street, 5th and 7th Floors, Toronto, ON, M5R 3K4",3/11/2024 13:01,,,,,,,,,,646,Yes,,,,,,,,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/private-office-space-for-3-persons-in-toronto-yorkville/1505833697
Professional office space in Eaton Centre on fully flexible term,745,"1 Dundas Street West , Suite 2500, Toronto, ON, M5G 1Z3",3/11/2024 13:01,,,,,,,,,,538,Yes,,,,,,,,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/professional-office-space-in-eaton-centre-on-fully-flexible-term/1505799396
Virtual office in West Toronto - Etobicoke,175,"10 Four Seasons Place, Suite 1000, Etobicoke, ON, M9B 6H7",3/11/2024 13:01,,,,,,,,,,54,Yes,,,,,,,,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/virtual-office-in-west-toronto-etobicoke/1505799748
Professional office space in Parkway Place,613,"251 Consumers Road, Suite 1200, Toronto, ON, M2J 4R3",3/11/2024 13:01,,,,,,,,,,538,Yes,,,,,,,,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/professional-office-space-in-parkway-place/1505799315
Private office space tailored to your business’ unique needs,3116,"401 Bay Street, 16th Floor, Toronto, ON, M5H 2Y4",3/11/2024 13:01,,,,,,,,,,807,Yes,,,,,,,,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/private-office-space-tailored-to-your-business-unique-needs/1505800638
1475 King street West,1800,"1475 King street West, Toronto, ON, M6K 1J4",3/11/2024 13:01,Apartment,2,1,,Not Included,0,1 Year,,No,Not Available,No,No,Not Included,No,,,Beautiful heritage 1 and 2-bedroom apartments.,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1475-king-street-west/1505787048
"1760, 1770 & 1780 Wilson Ave",1800,"1770 Wilson Ave, Toronto, ON, M3L 1A9",3/11/2024 13:01,Apartment,1,1,,Not Included,0,1 Year,,No,Not Available,Yes,No,Not Included,No,,,"Special promotion 2 Months Free! at 1760, 1770, and 1780 Wilson Avenue",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1760-1770-1780-wilson-ave/1505776100
Golden Equity Property at 51 McMurchy Apartment,1800,"51 McMurchy Ave North, Brampton, ON, L6X 1X7",3/11/2024 13:01,Apartment,1,1,,Not Included,0,1 Year,,No,Not Available,No,No,Not Included,Yes,,,"Beautiful 1, 2 & 3-Bedroom Renovated Units, for rent. Situated in a quiet Residential Area, bright and clean apartment located in Brampton, ON L6X 1X7. Its close-by Chris Gibson parks, North Mill Parkette and Nanny McCredie Park, schools The Wonder Years Montessori, Glendale Public School, and Rowntree Montessori School, medical facilities, has easy access to public transit including GO Transit, close to the airport and is accessible to major highways. Nearby grocery stores are M&M Food Market, M & M Meat Market, One Stop Super Market, and FreshCo, coffee shops include T by Daniel, Dum Dum's Sports Bar, and Ice Cream Cafe.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/golden-equity-property-at-51-mcmurchy-apartment/1686924944
Golden Equity Properties at 893 Kennedy Road,1800,"893 Kennedy Road, Scarborough, ON, M1P 2L5",3/11/2024 13:01,Apartment,3,1,,Not Included,1,1 Year,,Limited,Not Available,No,No,Not Included,Outdoors only,,,"1, 2 and 3-bedroom fully renovated apartments.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/golden-equity-properties-at-893-kennedy-road/1626538180
"Little Italy, 1 X-Large furnished bedroom - Utilities included",1350,"Toronto, ON M6J 2K1",3/12/2024 7:00,,,,,,,,,No,,Yes,,,,,,"NEW LISTING ... EUCLID AVE ... BATHURST & COLLEGE ~ ALL INCLUSIVE ~ FURNISHED UNIT ~ Immediately / MOVE IN Mar 1st ~ This stunning detached home has a furnished room to offer on a short or long term basis ~ this room has original hardwood floors & large windows overlooking backyard~ house has large common eat-in kitchen and 2 bathrooms and all utilities included ~ Internet can be included for $45 a month unlimited high speed service ~ this room as its own separate entrance ~ walking distance to all shopping locations, bike riders paradise, gorgeous garden and much more. Message me via Kijiji app to schedule a viewing.
Amenities: Building: On Site Laundry, Ceiling Fan, Hardwood Floor, 2x cleaning services/month and much more.","1,389 visits",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/little-italy-1-x-large-furnished-bedroom-utilities-included/1684955187
ROOM-SINGLE OCCUPANT AVAILABLE APRIL 1,,"North York, ON M9M 2N7",3/1/2024 14:39,,,,,,,,,No,,Yes,,,,,,"Room Available April 1 2024, ideal for student or single professional, closed to bus stop, walking distance to plaza, Near Weston Road and Sheppard Ave West. Rent includes all utilities, laundry on site, shared kitchen and washroom. Pls call (647)218-9956",334 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-single-occupant-available-april-1/1686951564
York Mills and Leslie - One Bedroom Suites for Rent in Windfield,2566,"750 York Mills Rd, Toronto, ON, M3B 1W9",3/11/2024 23:31,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Limited,Not Available,No,No,Balcony,Outdoors only,"Laundry (In Building), Dishwasher, Fridge / Freezer",,"For a limited time only, enjoy 1/2 month free rent on select suites. Inquire today!*",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/york-mills-and-leslie-one-bedroom-suites-for-rent-in-windfield/1651280125
LARGE 3 BEDROOM BASEMENT APARTMENT - KEELE ST AND LAWRENCE AVE W,2800,"York, ON M6M 1G9",3/7/2024 22:26,Basement,3,1,,Not Included,1,1 Year,7-Mar-24,Yes,"1,265",No,Yes,Yard,Outdoors only,"Laundry (In Unit), Fridge / Freezer",,LARGE 3 BEDROOM BASEMENT APARTMENT - KEELE ST AND LAWRENCE AVE W,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/large-3-bedroom-basement-apartment-keele-st-and-lawrence-ave-w/1687583582
Furnished 3 bedroom Etobicoke Basement,2600,"Albion Road, Etobicoke, ON",,Basement,3,1.5,,Internet,1,1 Year,15-Feb-24,No,"1,000",Yes,Yes,Not Included,Outdoors only,"Laundry (In Unit), Fridge / Freezer",,PLEASE READ THROUGH THIS DESCRIPTION THOROUGHLY BEFORE CONTACTING:,603 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/furnished-3-bedroom-etobicoke-basement/1683871442
Davisville Village Apartments - Bachelor available at 33 Davisvi,1840,"33 Davisville Avenue, Toronto, ON, M4S 2Y9",3/7/2024 0:09,Apartment,Bachelor/Studio,1,,Not Included,0,1 Year,,No,Not Available,No,No,Not Included,No,,,Visit our Website: https://www.rpmsi.ca/property/davisville-village-apartments-33-davisville/,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/davisville-village-apartments-bachelor-available-at-33-davisvi/1665821579
Golden Equity Properties at 2313 Islington Avenue,1800,"2313 Islington Avenue, Etobicoke, ON, M9W 3X1",3/11/2024 13:01,Apartment,1,1,,Not Included,0,1 Year,,No,Not Available,No,No,Not Included,Outdoors only,,,"1 bedroom starting at: $1,799.00 per month plus Hydro and water",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/golden-equity-properties-at-2313-islington-avenue/1509350822
"Golden Equity Properties at 514-516 Dawes Rd, Toronto East York",1800,"514-516 Dawes Rd, Toronto, ON, M4B 2E9",3/11/2024 13:01,Apartment,3,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Limited,Not Available,No,No,Not Included,No,,,"Golden Equity Properties at 514-516 Dawes Rd, Toronto (East York)",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/golden-equity-properties-at-514-516-dawes-rd-toronto-east-york/1616340887
Golden Equity Property at 2460-2500 Keele Street,1699,"2460-2500 Keele, Toronto, ON, M6L 2N4",3/11/2024 13:01,Apartment,Bachelor/Studio,1,,Not Included,0,1 Year,,No,Not Available,No,No,Not Included,No,,,2460-2500 Keele Street (1 and 2 bedrooms),,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/golden-equity-property-at-2460-2500-keele-street/1505829405
Golden Equity Properties at 15 Bater Avenue,1800,"15 Bater Avenue, East York, ON, M4K 2C1",3/11/2024 13:01,Apartment,1,1,,Not Included,0,1 Year,,No,Not Available,No,No,Not Included,Yes,,,"We are offering beautiful bachelor, 1 and 2-bedroom apartments fully renovated.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/golden-equity-properties-at-15-bater-avenue/1505787058
Golden Equity Properties at 99 Kennedy road North Apartment,1800,"99 Kennedy Road North, Brampton, ON, L6V 1X7",3/11/2024 13:01,Apartment,1,1,,Not Included,0,1 Year,,No,Not Available,No,No,Not Included,Yes,,,99 Kennedy road North Apartment,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/golden-equity-properties-at-99-kennedy-road-north-apartment/1686924918
Golden Equity Properties at 501 & 503 Balmoral Drive Apartment,1800,"501 Balmoral Drive, Brampton, ON, L6T 1W2",3/11/2024 13:01,Apartment,1,1,,Not Included,0,1 Year,,No,Not Available,No,No,Not Included,No,,,"Spacious 1 & 2-Bedroom Renovated Units, for rent at Prime Bramalea and Balmoral Drive Location Brampton.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/golden-equity-properties-at-501-503-balmoral-drive-apartment/1505782801
Golden Equity Properties at 185 Cosburn Avenue,1800,"185 Cosburn Avenue, East York, ON, M4J 2L1",3/11/2024 13:01,Apartment,1,1,,Not Included,0,1 Year,,No,Not Available,No,No,Not Included,Yes,,,"Fully renovated 1 bedroom, 1 bedroom plus Den and 2-bedroom apartments.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/golden-equity-properties-at-185-cosburn-avenue/1505787022
"Golden Equity Properties at 2 Dorado Court, Toronto, ON M3M 2E3",1800,"2 Dorado Court, Toronto, ON, M3M 2E3",3/11/2024 13:01,Apartment,3,1,,Not Included,1,1 Year,,Limited,Not Available,No,No,Not Included,Outdoors only,,,"Golden Equity Properties at 2 Dorado Court, Toronto, ON M3M 2E3",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/golden-equity-properties-at-2-dorado-court-toronto-on-m3m-2e3/1621245230
Golden Equity Property art 2460-2500 Keele Street,1800,"2460-2500 Keele, Toronto, ON, M6L 2N4",3/11/2024 13:01,Apartment,2,1,,Not Included,0,1 Year,,No,Not Available,No,No,Not Included,No,,,"2460-2500 Keele Street, 2 bedrooms",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/golden-equity-property-art-2460-2500-keele-street/1505829419
Golden Equity Properties at 2548 Kipling Avenue,1800,"2548 Kipling Avenue, Etobicoke, ON, M9V 3B1",3/11/2024 13:01,Apartment,1,1,,Not Included,0,1 Year,,Yes,Not Available,No,No,Not Included,No,,,2548 Kipling Avenue. We are offering 1 and 2 bedroom newly renovated apartments in a secure building in Etobicoke Ontario.,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/golden-equity-properties-at-2548-kipling-avenue/1505776860
Yonge/finch 2+Den spacious condo,3050,"North York, ON M2M 4H9",3/11/2024 13:00,Condo,2 + Den,2,"Hydro_Yes,Heat_Yes,Water_Yes",Not Included,2,Month-to-month,11-Mar-24,No,"1,250",No,Yes,Balcony,Outdoors only,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Pool","1250 sqfts spacious corner unit, 2 bedrooms plus den, subway entrance just outside the building. All utilities included. 2 parking space. Please call or text 647-4683558.",7 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/yonge-finch-2-den-spacious-condo/1687895687
Leslie & Eglinton One Bedroom For Rent,2600,"North York, Toronto, ON M3C 3L7",3/11/2024 13:00,Condo,1,1,,Not Included,0,1 Year,1-Mar-24,No,600,No,Yes,Balcony,No,Laundry (In Unit),"Gym, Pool, Concierge, 24 Hour Security, Elevator in Building","Large One Bedroom, Unobstructed View, Close to Metrolinx, TTC and Shopping, Immediate, Brand New",24 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/leslie-eglinton-one-bedroom-for-rent/1686937046
Bayview & Eglinton Basement Apartment For Rent,2350,"East York, Toronto, ON M4G 3S1",3/11/2024 13:00,Basement,2,2,,Not Included,1,1 Year,1-Mar-24,No,800,No,Yes,Not Included,No,Laundry (In Unit),,"Spacious Two Bedroom Basement Apartment, Walk to Metrolinx, TTC, Shopping, Schools, Newly Build Out Apartment, Ensuite Laundry, Private Entrance, 45% of All Utilities,",82 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bayview-eglinton-basement-apartment-for-rent/1686938236
"Doon Village, Kitchner, Sharing room for rent $400,",400,"Scarborough, ON M1V 5G9",3/11/2024 12:59,,,,,,,,,,,Yes,,,,,,"One Sharing room ***not basement*** available for a girl from May 01 2024 at 814 Doon Village Road, Kitchner. N2P 1A3. You be sharing a room with another girl in the room. This is a four bedroom unit. Rent per month $400 excluding utilities. (Utilities around +- $50 per month). Very convenient location. Within 10 mins by bus you can reach Conestoga College, Fairview station. Bus stop is walking distance 2 mins from the unit. Plaza is close by. DM if interested and can drop by to visit the place.",27 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/doon-village-kitchner-sharing-room-for-rent-400/1687895606
Room 4Rent the Guild Available March 15,725,"Scarborough, ON M1E 3S2",3/11/2024 12:59,,,,,,,,,No,,Yes,,,,,,"Room is available NOW! If you are interested, please call the number listed below. This room is ideally suited to a SINGLE WORKING GUY.",13 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-4rent-the-guild-available-march-15/1687895588
Bansley Apartments - Bachelor Apartment for Rent,1700,"1A Bansley Ave, Toronto, ON, M6E 2A1",3/11/2024 12:57,Apartment,Bachelor/Studio,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Limited,Not Available,No,No,Not Included,Yes,"Laundry (In Building), Dishwasher, Fridge / Freezer",,"Bansley Apartments offer a clean, quiet and well-maintained rental building, this midtown low-rise offers bachelor and one-bedroom apartments. Midtown is favoured because it offers easy access to the entire city. Bus service and proximity to St. Clair West Subway Station, plus the Allen Expressway only minutes away adds access and convenience to these apartments for rent. With a great variety of area amenities, from grocery shopping and area restaurants to schools, parks and recreational facilities, this is an obvious choice to call home.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bansley-apartments-bachelor-apartment-for-rent/1681607333
Finch Ave W near Bathurst st pvt furnished room for girl Preferd,800,"North York, ON M2R 3P6",3/11/2024 12:55,,,,,,,,,No,,Yes,,,,,,"Private upper floor furnished room for girl in house
*all female place
*includes utilities wifi laundry heat AC hydro
*Indian Nepalese girls already there
*no cars no pets
*non smoking house
*great safe quiet neighborhood
*York University, Dental college, Yorkdale Senaca downtown ez commute
*2 rooms available
*big enough for 2 possible
*ready
*month to month or longer term
*no lease requirement",,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/finch-ave-w-near-bathurst-st-pvt-furnished-room-for-girl-preferd/1687895351
Wonderful 1 + 1 Bedroom,2500,"125 Peter St, Toronto, ON M5V 0P1",3/11/2024 12:51,Condo,1 + Den,1,,Not Included,0,1 Year,1-Apr-24,No,640,No,Yes,Not Included,Outdoors only,,,"Beautiful 1+ Den Condo in the heart of Downtown Toronto.
9ft ceilings & open concept with stainless steel appliances. Sliding doors leading to large balcony.
Front load washer and dryer.
Amenities including Gym, party room, theatre, etc.
Walking distance to Starbucks, grocery store, Public Transit, Rogers Centre, etc.
Contact info.
647-502-6417
or
647-225-6918",10 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/wonderful-1-1-bedroom/1687895164
1Bed+Den in Downtown Toronto available from April 01,2700,"Toronto, ON M5V 0K3",3/11/2024 12:50,Condo,1 + Den,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,1-Apr-24,Limited,699,No,Yes,Balcony,Outdoors only,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Concierge, 24 Hour Security, Storage Space, Elevator in Building","• Available from April 01, 1 Bed + Den Luxurious Condo in City Place Toronto, where financial, fashion and entertainment districts converge
• This condo is like 2-bedroom suite, Den is huge and being used as second bedroom
• Six Appliances – Gas Stove, Fridge, Dishwasher, Wall mounted Microwave, Ensuite Washer and Dryer (Laundry)
• 9Ft Ceilings, walkout balcony
• Floor to Ceiling Windows in Living Room
• Open Concept Kitchen with Granite countertop and gas oven
• Close to variety of shopping, banks, restaurants
• Steps To TTC, Rogers Centre, CN Tower, Lakeshore, Toronto Convention Centre.
• Hardwood floor
• Huge Balcony",10 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1bed-den-in-downtown-toronto-available-from-april-01/1687894999
APT SHARING ROOM BOYS,525,"Dixon Road, Etobicoke, ON",3/11/2024 12:48,,,,,,,,,No,,Yes,,,,,,"AVAILABLE NOW SHARING APT ROOM ONLY ONE BED SPACE AVAILABLE FOR BOYS NEAR ISLINGTON AVENUE AND DIXON ROAD. RENT C$525/- INCLUSIVE. IF INTERESTED, SEND YOUR NO.",5 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/apt-sharing-room-boys/1687894851
Furnished private room for girl Preferred North York ready Allin,750,"North York, ON M3H 5J5",3/11/2024 12:47,,,,,,,,,No,,Yes,,,,,,Private furnished room w washroom for girl in house,,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/furnished-private-room-for-girl-preferred-north-york-ready-allin/1687894805
Downtown Toronto room for rent,1250,"Toronto, ON M4Y 2V6",3/11/2024 12:42,,,,,,,,,No,,Yes,,,,,,"A room to rent to a respectful, clean and quiet non-smoker. The apartment is located downtown Toronto in a condo building, an excellent great location close to the Eaton Centre, the Metropolitan University, many grocery stores, and minutes' walk to Wellesley, College, and Sherbourne subway stations. Street cars and buses are a short walk away.",,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/downtown-toronto-room-for-rent/1687894475
Private room for rent for a boy limited time offer,900,"North York, ON M3J 1C5",3/11/2024 12:39,,,,,,,,,No,,Yes,,,,,,"Private room available for rent immediately @900 per month on single occupancy including utilities.
Complementary wifi
Near to grocery stores and bus stop
Laundry available in the house
Shared Kitchen and washroom
Strictly no smoking, no pets, no party, No overnight visitors",14 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/private-room-for-rent-for-a-boy-limited-time-offer/1687894279
APT SHARING ROOM BOYS,525,"Islington Avenue, Etobicoke, ON",3/11/2024 12:36,,,,,,,,,No,,Yes,,,,,,"AVAILABLE SHARING APT ROOM ONLY ONE BED SPACE AVAILABLE NOW FOR BOY,S NEAR ISLINGTON AVENUE AND DIXON ROAD. RENT C$525/- INCLUSIVE. IF INTERESTED, SEND YOUR NO.",6 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/apt-sharing-room-boys/1687894057
Space in a shared room for a boy limited time,490,"North York, ON M3J 1C5",3/11/2024 12:35,,,,,,,,,No,,Yes,,,,,,"Shared space available for rent immediately @490 per month including utilities.
Complementary wifi
Near to grocery stores and bus stop
Laundry available in the house
Shared Kitchen and washroom
Strictly no smoking, no pets, no party, No overnight visitors",15 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/space-in-a-shared-room-for-a-boy-limited-time/1687894033
*****Room Available For Male***** $700 (Warden & Lawrence),700,"Scarborough, ON M1R",3/11/2024 12:35,,,,,,,,,No,,Yes,,,,,,NO EMAILS - If you see this ad then the room is still Available.,12 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-available-for-male-700-warden-lawrence/1687893983
PRIME LOCATION (Bloor/Yonge) for RENT,,"Yonge St, Toronto, ON M4W 2H2",3/11/2024 12:33,,,,,,,,,,"1,100",Yes,,,,,,"PRIME LOCATION (Bloor/Yonge). Grow your business in the fashionable Yorkville, home to some of Toronto's finest galleries and studios and modern office space in an upmarket commercial area.
Offering stunning views of the city, our 901 Yonge Street workspace is well-located for the metro. Our modern center is just 1 minute from Rosedale subway station, offering swift connections to uptown and downtown Toronto. With large windows, our beautiful office space is light, spacious, and inspiring. And when the working day is done, indulge in a little retail therapy with a host of household retailers on your doorstep.
Ideal for an independent Health Practitioner, Physiotherapist, Chiropractor, Massage therapist, Naturopath, Dietitian, Nutritionist, Medical Aesthetician, Psychologist, and Mental health professional. Great for office space, storage, art exhibits, studio, gallery, etc.",4 visits,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/prime-location-bloor-yonge-for-rent/1687893921
PARKING OR STORAGE SPACE FOR RENT IN SCARBOROUGH AREA,199,"August Avenue, Scarborough, ON",3/11/2024 12:32,,,,,,,,,,,,,,,,,"PARKING OR STORAGE SPACE IS AVAILABLE FOR RENT AT 93 HEALE AVENUE (KENNEDY ROAD & ST. CLAIR AVENUE IN SCARBOROUGH) ANOTHER LOCATION 169 AUGUST AVENUE WITH 4000 SQUARE FEET SPACE AVAILABLE (PHARMACY AVENUE & DANFORTH AVENUE IN SCARBOROUGH) CAN BE PARK OR STORAGE, PICK UP VAN, PRIVATE CAR, R/V, SNOWMOBILE, BOAT, SEA DOO AND SMALL TRUCK. MONTHLY RENT ONLY $199 WITH SURROUNDED BY SECURE FENCE AVAILABLE FOR RENT.
PLEASE CALL MR. ZACK AT....SIX....FOUR....SEVEN....EIGHT....SEVEN....EIGHT....ONE....NINE....SEVEN....ONE",1 visit,https://www.kijiji.ca/v-storage-parking/city-of-toronto/parking-or-storage-space-for-rent-in-scarborough-area/1687893879
1 Bedroom Apartment for Rent - 40 Delisle Avenue,2450,"40 Delisle Avenue, Toronto, ON, M4V 1S6",3/11/2024 12:31,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,1-Jun-24,Yes,711,No,No,Not Included,No,"Laundry (In Building), Fridge / Freezer",Elevator in Building,$500 Off Your First 3 Months!,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-40-delisle-avenue/1687313545
