Title,Price($),Address,Date Posted,Building Type,Bedrooms,Bathrooms,Utilities,Wi-Fi and More,Parking Included,Agreement Type,Move-In Date,Pet Friendly,Size (sqft),Furnished,Air Conditioning,Personal Outdoor Space,Smoking Permitted,Appliances,Amenities,Description,Visit Counter,url
Sherbourne Complex - Bachelor Apartment for Rent,1925,"565 Sherbourne Street, Toronto, ON, M4X 1K8",2024-03-08 12:52:36,Apartment,Bachelor/Studio,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,Not Available,No,No,Balcony,Yes,Fridge / Freezer,"24 Hour Security, Bicycle Parking, Elevator in Building","Suites are spectacular. You can enjoy a freshly renovated suite as if you were the first person to live in this popular community. Spacious rentals with modern open-concept floorplans enjoy hardwood flooring throughout, plenty of storage and a million dollar view from the balcony. The onsite fitness centre is an added bonus. In the heart of the city, everything surrounds the community, from work and businesses to nightlife and entertainment.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/sherbourne-complex-bachelor-apartment-for-rent/1686936077
Rose Park - 1 Bedroom Apartment for Rent,2275,"670 Parliament Street, Toronto, ON, M4X 1R4",2024-03-08 12:52:36,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"April 1, 2024",Yes,Not Available,No,No,Balcony,Yes,"Laundry (In Building), Fridge / Freezer",Elevator in Building,"These days it's all about downtown living. Spacious suites set on manicured grounds, the large bachelor, one bedroom and two bedroom rental suites feature balconies and large windows with phenomenal views of the city and lots of natural light. Nobody wants to waste time sitting in traffic and wasting precious hours every day. More and more, people are cutting out the commute and looking for a home that offers live, work and play potential – exactly what you'll find at Rose Park. Comprised of three highrise rental buildings, this community has great city access, just minutes from the Bloor Subway line.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/rose-park-1-bedroom-apartment-for-rent/1686936066
Residences of Rose Park - 2 Bedroom Apartment for Rent,2625,"99 Howard Street, Toronto, ON, M4X 1K1",2024-03-08 12:52:36,Apartment,2,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"April 1, 2024",Yes,"1,000",No,No,Balcony,Yes,"Laundry (In Building), Fridge / Freezer",Elevator in Building,"These days it's all about downtown living. Spacious suites set on manicured grounds, the large bachelor, one bedroom and two bedroom rental suites feature balconies and large windows with phenomenal views of the city and lots of natural light. Nobody wants to waste time sitting in traffic and wasting precious hours every day. More and more, people are cutting out the commute and looking for a home that offers live, work and play potential – exactly what you'll find at Rose Park. Comprised of three highrise rental buildings, this community has great city access, just minutes from the Bloor Subway line.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/residences-of-rose-park-2-bedroom-apartment-for-rent/1686936068
Sherbourne Complex - 2 Bedroom Apartment for Rent,2750,"555 Sherbourne Street, Toronto, ON, M4X 1K8",2024-03-08 12:52:36,Apartment,2,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,Not Available,No,No,Balcony,Yes,"Laundry (In Building), Fridge / Freezer","24 Hour Security, Bicycle Parking, Elevator in Building","How better to enjoy city living than in a freshly renovated bachelor, one bedroom or two bedroom suite with hardwood flooring, spacious rooms and a balcony that let you take in spectacular views of the city! This exceptional rental community puts everything at your doorstep – the subway, shopping, dining and a vibrant neighbourhood. Underground parking is available and highway access, including the DVP and Gardiner Expressway, are close by.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/sherbourne-complex-2-bedroom-apartment-for-rent/1686936074
Rose Park - Junior 1 Bedroom Apartment for Rent,2075,"135 Rose Avenue, Toronto, ON, M4X 1P1",2024-03-08 12:52:36,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"April 1, 2024",Yes,Not Available,No,No,Balcony,Yes,"Laundry (In Building), Fridge / Freezer",Elevator in Building,"These days it's all about downtown living. Spacious suites set on manicured grounds, the large bachelor, one bedroom and two bedroom rental suites feature balconies and large windows with phenomenal views of the city and lots of natural light. Nobody wants to waste time sitting in traffic and wasting precious hours every day. More and more, people are cutting out the commute and looking for a home that offers live, work and play potential – exactly what you'll find at Rose Park. Comprised of three highrise rental buildings, this community has great city access, just minutes from the Bloor Subway line.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/rose-park-junior-1-bedroom-apartment-for-rent/1686936069
Sherbourne Complex - 1 Bedroom Apartment for Rent,2275,"565 Sherbourne Street, Toronto, ON, M4X 1K8",2024-03-08 12:52:36,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"April 1, 2024",Yes,Not Available,No,No,Balcony,Yes,Fridge / Freezer,"24 Hour Security, Bicycle Parking, Elevator in Building","Suites are spectacular. You can enjoy a freshly renovated suite as if you were the first person to live in this popular community. Spacious rentals with modern open-concept floorplans enjoy hardwood flooring throughout, plenty of storage and a million dollar view from the balcony. The onsite fitness centre is an added bonus. In the heart of the city, everything surrounds the community, from work and businesses to nightlife and entertainment.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/sherbourne-complex-1-bedroom-apartment-for-rent/1686936078
Sherbourne Complex - 3 Bedroom Apartment for Rent,3350,"565 Sherbourne Street, Toronto, ON, M4X 1K8",2024-03-08 12:52:36,Apartment,3,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"May 1, 2024",Yes,Not Available,No,No,Balcony,Yes,Fridge / Freezer,"24 Hour Security, Bicycle Parking, Elevator in Building","Suites are spectacular. You can enjoy a freshly renovated suite as if you were the first person to live in this popular community. Spacious rentals with modern open-concept floorplans enjoy hardwood flooring throughout, plenty of storage and a million dollar view from the balcony. The onsite fitness centre is an added bonus. In the heart of the city, everything surrounds the community, from work and businesses to nightlife and entertainment.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/sherbourne-complex-3-bedroom-apartment-for-rent/1686936076
Sherbourne Complex - Junior 1 Bedroom Apartment for Rent,2025,"565 Sherbourne Street, Toronto, ON, M4X 1K8",2024-03-08 12:52:36,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,Not Available,No,No,Balcony,Yes,Fridge / Freezer,"24 Hour Security, Bicycle Parking, Elevator in Building","Suites are spectacular. You can enjoy a freshly renovated suite as if you were the first person to live in this popular community. Spacious rentals with modern open-concept floorplans enjoy hardwood flooring throughout, plenty of storage and a million dollar view from the balcony. The onsite fitness centre is an added bonus. In the heart of the city, everything surrounds the community, from work and businesses to nightlife and entertainment.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/sherbourne-complex-junior-1-bedroom-apartment-for-rent/1686936083
Basement apartment for rent,1200,"Scarborough, ON M1E 4N6",2024-03-08 12:36:42,Basement,1 + Den,1,"Hydro_Yes,Heat_Yes,Water_Yes",Not Included,0,1 Year,"March 8, 2024",No,"1,200",Yes,Yes,Yard,No,"Laundry (In Unit), Fridge / Freezer",,"5 minutes away from TTC and Hwy 401. Location in Scarborough. Pls call or text, no emails, $1200 for 1 person, $1500 for couple",308 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/basement-apartment-for-rent/1687618832
Basement room sharing,500,"Scarborough, ON M1G 2M5",2024-03-08 11:56:59,,,,,,,,,No,,Yes,,,,,,"Extra neat and clean Large bed room has two mattress and reading table. one bed is available for rent for male student or professional only. This is newly renovated 3 bedrooms basement apartment. Smoking free environment. One full washroom and a half washroom and one kitchen to share. Two big freezes. Rent is $500 per person. Available from March. Rent includes utilities, WIFI, and laundry. First and last month required. Close to essential Indian stores, and Centennial College. University of Toronto (Scarborough campus) and shopping mall. 4 min walking distance to Markham road and painted post (TTC bus stand).",87 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/basement-room-sharing/1687615496
250 St George - 1 Bedroom Apartment for Rent,2400,"250 St. George Street, Toronto, ON, M5R 3L8",2024-03-08 09:52:31,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,500,No,No,Balcony,No,Laundry (In Building),Storage Space,Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/250-st-george-1-bedroom-apartment-for-rent/1683888869
The Marquee in Queen West Village - 2 Bedroom Apartment for Rent,2575,"55 Lisgar Street, Toronto, ON, M6J 3X6",2024-03-08 08:51:58,Apartment,2,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,Not Available,No,No,Balcony,Yes,"Laundry (In Building), Fridge / Freezer","Bicycle Parking, Elevator in Building","Marquee offers the perfect combo of lifestyle and comfort. Located in the heart of West Queen West, apartments are beautifully finished, with hardwood throughout and balconies that overlook an active neighbourhood. This rental community is surrounded by Toronto's trendiest. Boutique hotels like The Drake and The Gladstone make the scene with dining, lounges and music venues that bring out Toronto's A-list scenesters. From fashion and dining to tattoos, patios, galleries and back-alley graffiti, Marquee is a great home that comes with a fabulous lifestyle.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/the-marquee-in-queen-west-village-2-bedroom-apartment-for-rent/1683435767
"PRIVATE BASEMENT APARTMENT, LOCATED AT KENNEDY/LAWRENCE EAST",1500,"Scarborough, ON M1P 1S7",2024-03-14 01:15:31,Basement,1 + Den,1,"Hydro_Yes,Heat_Yes,Water_Yes",Internet,0,1 Year,"April 1, 2024",No,500,No,Yes,Yard,No,"Laundry (In Building), Fridge / Freezer",,"PLEASE READ THE ENTIRE AD BEFORE CONTACTING ME. PLEASE TEXT, MESSAGE OR CALL ME AT THE LISTED NUMBER FOR QUICK RESPONSES. IF THE AD IS STILL UP, IT IS STILL AVAILABLE.","2,534 visits",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/private-basement-apartment-located-at-kennedy-lawrence-east/1685515558
Wellesley Apartments - 1 Bdrm available at 100 Wellesley Street,2285,"100 Wellesley Street East, Toronto, ON, M4Y 1H5",2024-03-14 14:09:43,Apartment,1,1,"Hydro_No,Heat_No,Water_Yes",Not Included,0,1 Year,,Yes,625,Yes,Yes,Balcony,No,Laundry (In Building),"Gym, Pool, Elevator in Building",No Last Month's Rent Deposit,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/wellesley-apartments-1-bdrm-available-at-100-wellesley-street/1663969694
3 Bedroom Apartment- North York Don Valley Parkway Brookbanks Dr,3125,"5 and 15 Brookbanks Drive, Toronto, ON, M3A 3R9",2024-02-20 00:29:12,Apartment,3,1.5,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,Not Available,No,No,Balcony,No,"Laundry (In Building), Fridge / Freezer",Elevator in Building,"Realstar's Brookbanks Apartments are well-appointed apartment rental buildings conveniently located at the Don Valley Parkway and Brookbanks Drive. These apartments for rent are in the heart of North York making commuting and running errands easy. Take advantage of the many walking trails in the area, or enjoy sipping coffee from your large balcony taking in the view of beautiful Donalda Park. This vibrant North York neighbourhood will fulfill your every need.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bedroom-apartment-north-york-don-valley-parkway-brookbanks-dr/1667146309
Fully Renovated 2 Bedroom in Etobicoke!,2400,"165 La Rose Avenue, Etobicoke, ON, M9P 3S9",2024-03-02 00:11:06,Apartment,2,1,"Hydro_No,Heat_Yes,Water_No",Not Included,0,1 Year,,Yes,833,No,Yes,Balcony,No,"Laundry (In Building), Dishwasher, Fridge / Freezer","Pool, Elevator in Building","Realstar's Royal Rose Apartments offers premium two bedroom suites in the community-driven neighbourhood of Westmount in Etobicoke. Steps to shopping, restaurants, places of worship, nature paths, biking trails and golf courses, makes Royal Rose the ideal place to call home for those seeking an active, mature, lifestyle. Enjoy the many property amenities such as smoke-free living, seasonal pool, fitness facility, tennis court, basketball court, social room, sauna, on-site laundry, garage and visitor parking and a helpful on-site management team to service your needs. This vibrant Etobicoke neighbourhood will fulfill your every need.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/fully-renovated-2-bedroom-in-etobicoke/1639869260
1 Bedroom Apartment Spacious and Newly Renovated - Call now!,2429,"1577 Lawrence Ave W, Toronto, ON, M6L 1C4",2024-02-28 00:08:45,Apartment,1,1,"Hydro_No,Heat_No,Water_Yes",Not Included,0,1 Year,,Limited,742,No,No,Balcony,Yes,"Laundry (In Building), Fridge / Freezer","24 Hour Security, Elevator in Building",Hurry! 1 Month Free - For a limited time only | Call Today!,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-spacious-and-newly-renovated-call-now/1667876432
Davisville Village Apartments - Bachelor available at 141 Davisv,1800,"141 Davisville Avenue, Toronto, ON, M4S 2Y9",2024-03-14 14:15:43,Apartment,Bachelor/Studio,1,,Not Included,0,1 Year,,No,Not Available,No,No,Not Included,No,,,Visit our Website: https://www.rpmsi.ca/property/davisville-village-apartments-141-davisville/,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/davisville-village-apartments-bachelor-available-at-141-davisv/1665804518
Collegiate Court - Bachelor Apartment for Rent,1720,"481 Vaughan Road, Toronto, ON, M6C 2P6",2024-03-08 08:51:58,Apartment,Bachelor/Studio,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,Not Available,No,No,Not Included,Yes,"Laundry (In Building), Fridge / Freezer",,"A clean, quiet and well-maintained rental building, this midtown mid-rise offers bachelor, one- and two-bedroom apartments. Midtown is favoured because it offers easy access to the entire city. Bus service and proximity to St. Clair West Subway Station, plus the Allen Expressway only minutes away adds access and convenience to these apartments for rent. With a great variety of area amenities, from grocery shopping and area restaurants to schools, parks and recreational facilities, this is an obvious choice to call home.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/collegiate-court-bachelor-apartment-for-rent/1671321508
Cloverhill Estates - 1 Bedroom Apartment for Rent,2200,"276 St. Clair Avenue West, Toronto, ON, M4V 2T5",2024-03-08 08:51:58,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,Not Available,No,No,Balcony,Yes,"Laundry (In Building), Fridge / Freezer",Elevator in Building,"In the heart of Forest Hill Village, Cloverhill Estates offers a much-coveted address for rent. With upscale businesses and brands like Rolex in the area, side streets are lined with large trees and manor homes with manicured lawns and gardens. It's got definite appeal for refined living. Large suites in this quiet mid-rise building have been updated and renovated. The hardwood flooring is refinished, the paint is fresh, balconies are new and the appliances have been replaced, giving these suites a contemporary feel and freshness.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/cloverhill-estates-1-bedroom-apartment-for-rent/1671321742
Rose Park - Junior 1 Bedroom Apartment for Rent,2025,"670 Parliament Street, Toronto, ON, M4X 1R4",2024-03-08 08:51:58,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,Not Available,No,No,Balcony,Yes,"Laundry (In Building), Fridge / Freezer",Elevator in Building,"These days it's all about downtown living. Spacious suites set on manicured grounds, the large bachelor, one bedroom and two bedroom rental suites feature balconies and large windows with phenomenal views of the city and lots of natural light. Nobody wants to waste time sitting in traffic and wasting precious hours every day. More and more, people are cutting out the commute and looking for a home that offers live, work and play potential – exactly what you'll find at Rose Park. Comprised of three highrise rental buildings, this community has great city access, just minutes from the Bloor Subway line.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/rose-park-junior-1-bedroom-apartment-for-rent/1683435746
Rose Park - Bachelor Apartment for Rent,1850,"135 Rose Avenue, Toronto, ON, M4X 1P1",2024-03-08 08:51:58,Apartment,Bachelor/Studio,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"June 1, 2024",Yes,Not Available,No,No,Balcony,Yes,"Laundry (In Building), Fridge / Freezer",Elevator in Building,"These days it's all about downtown living. Spacious suites set on manicured grounds, the large bachelor, one bedroom and two bedroom rental suites feature balconies and large windows with phenomenal views of the city and lots of natural light. Nobody wants to waste time sitting in traffic and wasting precious hours every day. More and more, people are cutting out the commute and looking for a home that offers live, work and play potential – exactly what you'll find at Rose Park. Comprised of three highrise rental buildings, this community has great city access, just minutes from the Bloor Subway line.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/rose-park-bachelor-apartment-for-rent/1683435750
Weston Towers - 3 Bedroom Apartment for Rent,2850,"3400 Weston Road, Toronto, ON, M9M 2X2",2024-03-08 08:51:58,Apartment,3,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,Not Available,No,No,Balcony,Yes,"Laundry (In Building), Fridge / Freezer","24 Hour Security, Elevator in Building","This west-end location is a definite destination for family living. Our building offers, bachelor, one bedroom , two bedroom and three bedroom suites, the spacious apartments are ideal for a growing family. The large park and playground gives kids an opportunity to play while neighbours enjoy each other's company. This rental community even has an on-site daycare, which really simplifies busy family life. The surrounding community boasts a number of great public and high schools. It's a short walk to area stores and businesses, adding to the convenience.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/weston-towers-3-bedroom-apartment-for-rent/1677704605
Suncrest Court - 1 Bedroom Apartment for Rent,1875,"236 Vaughan Road, Toronto, ON, M6C 2M7",2024-03-08 08:51:58,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,Not Available,No,No,Balcony,Yes,"Laundry (In Building), Fridge / Freezer",Elevator in Building,"A cute, well-kept mid-rise building, Suncrest Court blends uptown with downtown. It's a great community. Spacious suites have ample storage space, underground parking, modern laundry facilities and on-site management. The neighbourhood enjoys a wide variety of businesses and services, with all of the necessities and 'nice-to-haves' in walking distance. Allen Road, Highway 401 and the St. Clair West Subway Station make this community very accessible, while new construction, revitalized stores and new businesses have this community growing steadily.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/suncrest-court-1-bedroom-apartment-for-rent/1683435740
Weston Towers - 2 Bedroom Apartment for Rent,2225,"2405 Finch Avenue West, Toronto, ON, M9M 2X2",2024-03-08 08:51:58,Apartment,2,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,Not Available,No,No,Balcony,Yes,"Laundry (In Building), Fridge / Freezer","24 Hour Security, Elevator in Building","This west-end location is a definite destination for family living. Our building offers bachelors, one bedroom, two bedroom and three bedroom , the spacious apartments are ideal for a growing family. The large park and playground gives kids an opportunity to play while neighbours enjoy each other's company. This rental community even has an on-site daycare, which really simplifies busy family life. The surrounding community boasts a number of great public and high schools. It's a short walk to area stores and businesses, adding to the convenience.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/weston-towers-2-bedroom-apartment-for-rent/1677704776
561 Sherbourne - 1 Bedroom Apartment for Rent,2400,"561 Sherbourne Street, Toronto, ON, M4X 0A1",2024-03-08 08:51:58,Apartment,1,1,"Hydro_No,Heat_Yes,Water_No",Not Included,0,1 Year,,Yes,Not Available,No,Yes,Balcony,Yes,"Laundry (In Building), Dishwasher, Fridge / Freezer","Gym, Concierge, Bicycle Parking, Elevator in Building",Building Information,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/561-sherbourne-1-bedroom-apartment-for-rent/1677535492
214 St George - 1 Bedroom Apartment for Rent,2400,"214 St. George Street, Toronto, ON, M5R 2N8",2024-03-08 05:51:55,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,596,No,No,Balcony,No,Laundry (In Building),Storage Space,Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/214-st-george-1-bedroom-apartment-for-rent/1681243413
Skyliner - Studio Apartment for Rent,2100,"224 St. George Street, Toronto, ON, M5R 2N9",2024-03-08 05:51:55,Apartment,Bachelor/Studio,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"May 1, 2024",Yes,500,No,No,Not Included,No,Laundry (In Building),Storage Space,Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/skyliner-studio-apartment-for-rent/1686593628
Davisville Tower - Studio Apartment for Rent,1895,"445 Eglinton Avenue East, Toronto, ON, M4P 1N1",2024-03-08 05:51:55,Apartment,Bachelor/Studio,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,500,No,No,Balcony,No,Laundry (In Building),Storage Space,Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/davisville-tower-studio-apartment-for-rent/1678803686
Prince Arthur - 1 Bedroom Apartment for Rent,3300,"20 Prince Arthur Avenue, Toronto, ON, M5R 1B1",2024-03-08 05:51:55,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"May 1, 2024",Yes,608,No,No,Balcony,No,Laundry (In Building),Storage Space,Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/prince-arthur-1-bedroom-apartment-for-rent/1686593626
214 St George - 1 Bedroom Apartment for Rent,2400,"214 St. George Street, Toronto, ON, M5R 2N8",2024-03-08 05:51:11,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"May 1, 2024",Yes,550,No,No,Balcony,No,Laundry (In Building),Storage Space,Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/214-st-george-1-bedroom-apartment-for-rent/1686300394
214 St George - Studio Apartment for Rent,2300,"214 St. George Street, Toronto, ON, M5R 2N8",2024-03-08 05:51:11,Apartment,Bachelor/Studio,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"May 1, 2024",Yes,500,No,No,Balcony,No,Laundry (In Building),Storage Space,Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/214-st-george-studio-apartment-for-rent/1686300398
153 St George - Studio Apartment for Rent,1950,"153 St. George Street, Toronto, ON, M5R 2L9",2024-03-08 05:50:33,Apartment,Bachelor/Studio,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,500,No,No,Balcony,No,Laundry (In Building),Storage Space,Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/153-st-george-studio-apartment-for-rent/1686104564
250 St George - Studio Apartment for Rent,2200,"250 St. George Street, Toronto, ON, M5R 3L8",2024-03-08 05:50:33,Apartment,Bachelor/Studio,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"March 31, 2024",Yes,500,No,No,Balcony,No,Laundry (In Building),Storage Space,Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/250-st-george-studio-apartment-for-rent/1686104805
Central Park Place - 2 Bedroom Apartment for Rent,2800,"1294 Islington Avenue, Toronto, ON, M9A 3K2",2024-03-08 05:50:33,Apartment,2,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"June 1, 2024",Yes,896,No,No,Balcony,No,Laundry (In Building),Storage Space,Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/central-park-place-2-bedroom-apartment-for-rent/1686104471
Avenue Park Apartments - Studio Apartment for Rent,2150,"103 Avenue Road, Toronto, ON, M5R 2G9",2024-03-08 05:50:33,Apartment,Bachelor/Studio,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,500,No,No,Balcony,No,Laundry (In Building),"Pool, Storage Space",Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/avenue-park-apartments-studio-apartment-for-rent/1680840115
Skyliner - 1 Bedroom Apartment for Rent,2400,"224 St. George Street, Toronto, ON, M5R 2N9",2024-03-08 05:49:57,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"March 31, 2024",Yes,590,No,No,Not Included,No,Laundry (In Building),Storage Space,Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/skyliner-1-bedroom-apartment-for-rent/1686040104
250 St George - Studio Apartment for Rent,2100,"250 St. George Street, Toronto, ON, M5R 3L8",2024-03-08 05:49:57,Apartment,Bachelor/Studio,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,500,No,No,Balcony,No,Laundry (In Building),Storage Space,Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/250-st-george-studio-apartment-for-rent/1682909105
Avenue Park Apartments - 1 Bedroom Apartment for Rent,2475,"103 Avenue Road, Toronto, ON, M5R 2G9",2024-03-08 05:49:57,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,742,No,No,Balcony,No,Laundry (In Building),"Pool, Storage Space",Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/avenue-park-apartments-1-bedroom-apartment-for-rent/1686056232
Forest Hill Residences - 3 Bedroom Apartment for Rent,4500,"780 Eglinton Avenue West, Toronto, ON, M5N 1E9",2024-03-08 05:49:57,Apartment,3,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,"2,026",No,No,Balcony,No,Laundry (In Building),Storage Space,"Newly renovated 3-bedroom unit with terrace. Fully equiped with in-suite laundry and upgraded appliances, inlcuding dishwasher! Available to view now!",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/forest-hill-residences-3-bedroom-apartment-for-rent/1664489756
Forest Hill Residences - 1 Bedroom Apartment for Rent,2000,"780 Eglinton Avenue West, Toronto, ON, M5N 1E9",2024-03-08 05:49:57,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,500,No,No,Balcony,No,Laundry (In Building),Storage Space,Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/forest-hill-residences-1-bedroom-apartment-for-rent/1682907878
Skyliner - Studio Apartment for Rent,2100,"224 St. George Street, Toronto, ON, M5R 2N9",2024-03-08 05:49:57,Apartment,Bachelor/Studio,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"April 30, 2024",Yes,500,No,No,Not Included,No,Laundry (In Building),Storage Space,Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/skyliner-studio-apartment-for-rent/1686074480
Forest Hill Residences - 3 Bedroom Apartment for Rent,3600,"780 Eglinton Avenue West, Toronto, ON, M5N 1E9",2024-03-08 05:48:44,Apartment,3,2,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"May 1, 2024",Yes,"1,207",No,No,Balcony,No,Laundry (In Building),Storage Space,Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/forest-hill-residences-3-bedroom-apartment-for-rent/1685349262
214 St George - Studio Apartment for Rent,2100,"214 St. George Street, Toronto, ON, M5R 2N8",2024-03-08 05:48:01,Apartment,Bachelor/Studio,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"April 1, 2024",Yes,500,No,No,Balcony,No,Laundry (In Building),Storage Space,Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/214-st-george-studio-apartment-for-rent/1685199801
Avenue Park Apartments - Studio Apartment for Rent,2300,"103 Avenue Road, Toronto, ON, M5R 2G9",2024-03-08 05:48:01,Apartment,Bachelor/Studio,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"May 1, 2024",Yes,500,No,No,Balcony,No,Laundry (In Building),"Pool, Storage Space",Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/avenue-park-apartments-studio-apartment-for-rent/1685199887
Children's electric scooter (motorcycle) (Used),300,"Richmond Hill, ON L4C 3H9",2024-03-14 17:57:03,,,,,,,,,,,,,,,,,"Children's electric scooter (motorcycle) (7-11 years old)
Maximum speed - 20 km/h
The charge lasts approximately 4-6 km when fully charged.
Comes with a helmet.
Please do not call, only messages.
stelerchik@gmail.com
+1 647 588 8703",0 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/153-st-george-studio-apartment-for-rent/1682072299
